"head","rel","tail","time","subject"
"graphs","depict","indices","2020","Maths_Sociology"
"mortality","obtain","variables","2020","Maths_Sociology"
"cumulative cases","move","downward","2020","Maths_Sociology"
"COVID","declare","Wuhan","2020","Maths_Sociology"
"measures","suggest","authorities","2020","Maths_Sociology"
"France","base","seroprevalence","2020","Maths_Sociology"
"model","take","testing rate","2020","Maths_Sociology"
"Poisson regression","identify","districts","2020","Maths_Sociology"
"fractions","re enter","population","2020","Maths_Sociology"
"approach","provide","advantages","2020","Maths_Sociology"
"Microscopic","require","complex dynamics","2020","Maths_Sociology"
"COVID","report","example","2020","Maths_Sociology"
"Logistic growth curve","predict accurately","scenario","2020","Maths_Sociology"
"Strategies","adjust","time","2020","Maths_Sociology"
"predictor","pool","data","2020","Maths_Sociology"
"deaths","cause","COVID","2020","Maths_Sociology"
"trajectories","characterize","transmission dynamics","2020","Maths_Sociology"
"model","illustrate","social media","2020","Maths_Sociology"
"epidemic situation","reduce","infections","2020","Maths_Sociology"
"comment","discuss","control strategies","2020","Maths_Sociology"
"probabilistic framework","model","hospital occupancy","2020","Maths_Sociology"
"strategy","remain","highly sensitive","2020","Maths_Sociology"
"argument","use","mortality rates","2020","Maths_Sociology"
"basic reproduction number","r0","generation","2020","Maths_Sociology"
"subpopulations","have","infection risks","2020","Maths_Sociology"
"large numbers","visit","province","2020","Maths_Sociology"
"transmission rate","relate","cosine function","2020","Maths_Sociology"
"forecast","become","vital","2020","Maths_Sociology"
"exponent","introduce","order","2020","Maths_Sociology"
"scientists","focus","vaccinations","2020","Maths_Sociology"
"infection","spread","suburban","2020","Maths_Sociology"
"heterogeneity","challenge","contact","2020","Maths_Sociology"
"unknown parameters","estimate","algorithm","2020","Maths_Sociology"
"population","represent","districts","2020","Maths_Sociology"
"Linear mixed","apply","data","2020","Maths_Sociology"
"people","cause","COVID","2020","Maths_Sociology"
"spread","decrease exponentially analogous","chaotic maps","2020","Maths_Sociology"
"mechanism","have","boost","2020","Maths_Sociology"
"number","follow","trend","2020","Maths_Sociology"
"week","use","incremental","2020","Maths_Sociology"
"model","define","model","2020","Maths_Sociology"
"projections","overestimate","incidence","2020","Maths_Sociology"
"model","extend","parameters","2020","Maths_Sociology"
"turnaround","date","infected cases","2020","Maths_Sociology"
"order","increase","number","2020","Maths_Sociology"
"information","hinder","spread","2020","Maths_Sociology"
"final prediction","retain","variables","2020","Maths_Sociology"
"calculation","infer","individuals","2020","Maths_Sociology"
"method","implement","EpiEstim","2020","Maths_Sociology"
"number","have","significant correlation","2020","Maths_Sociology"
"Hubei province","have","significant correlation","2020","Maths_Sociology"
"forecasting","take","advantage","2020","Maths_Sociology"
"interventions","integrally base","Poisson model","2020","Maths_Sociology"
"Maharashtra","rapidly grow","epidemic curve","2020","Maths_Sociology"
"cases","diagnose","areas","2020","Maths_Sociology"
"longitude and latitude","increase","spread","2020","Maths_Sociology"
"modified SEIR model","use","paper","2020","Maths_Sociology"
"Older people","n't","resilient","2020","Maths_Sociology"
"influencing factors","examine","model","2020","Maths_Sociology"
"Methods","report","COVID","2020","Maths_Sociology"
"projections","reasonably replicate","progress","2020","Maths_Sociology"
"population","partition","classes","2020","Maths_Sociology"
"solution","correspond","inter alia","2020","Maths_Sociology"
"incidence","analyze","exponential growth","2020","Maths_Sociology"
"compartmental model","account","serological test","2020","Maths_Sociology"
"Shenzhen","exclude","Hubei","2020","Maths_Sociology"
"values","report","literature","2020","Maths_Sociology"
"restrictions","take","into account","2020","Maths_Sociology"
"Methods","use","transmission","2020","Maths_Sociology"
"SIR model","fit","cases","2020","Maths_Sociology"
"public health measures","relate","COVID","2020","Maths_Sociology"
"reporting","result","biased estimates","2020","Maths_Sociology"
"analysis","obtain","pooled estimates","2020","Maths_Sociology"
"study","forecast","COVID","2020","Maths_Sociology"
"mathematical model","develop","work","2020","Maths_Sociology"
"SEIRD model","directly incorporate","individuals","2020","Maths_Sociology"
"daily death","count","countries","2020","Maths_Sociology"
"coronavirus","mas","denominada","2020","Maths_Sociology"
"Bayesian models","probabilistically estimate","number","2020","Maths_Sociology"
"countries","lack","capacity","2020","Maths_Sociology"
"deaths","project","models","2020","Maths_Sociology"
"study","explore","pandemic","2020","Maths_Sociology"
"March 2020","analyze","variables","2020","Maths_Sociology"
"model","test","linear regression","2020","Maths_Sociology"
"trends","forecast","month","2020","Maths_Sociology"
"number","rise","cases","2020","Maths_Sociology"
"control measures","make","prediction","2020","Maths_Sociology"
"curves","predict","methods","2020","Maths_Sociology"
"models","overestimate","collective immunity","2020","Maths_Sociology"
"epidemic models","not calibrate","date","2020","Maths_Sociology"
"models","give","parameters","2020","Maths_Sociology"
"number","use","days","2020","Maths_Sociology"
"concrete actions","control","situation","2020","Maths_Sociology"
"active cases","occur","July","2020","Maths_Sociology"
"Spain","use","simulation","2020","Maths_Sociology"
"Bangladesh","reach","peak","2020","Maths_Sociology"
"people","affect","risk group","2020","Maths_Sociology"
"information","spread","New York","2020","Maths_Sociology"
"stringent interventions","implement","Wenzhou","2020","Maths_Sociology"
"data","use","daily deaths","2020","Maths_Sociology"
"deaths","provide","IHME model","2020","Maths_Sociology"
"model","b","random graph","2020","Maths_Sociology"
"outbreak","cause","infections","2020","Maths_Sociology"
"collection","double","months","2020","Maths_Sociology"
"everyone","affect","pandemic","2020","Maths_Sociology"
"epidemic model","integrate","contact patterns","2020","Maths_Sociology"
"study","use","statistically robust","2020","Maths_Sociology"
"novelties","introduce","model","2020","Maths_Sociology"
"COVID","take","into account","2020","Maths_Sociology"
"Evolution","estimate","reasonable accuracy","2020","Maths_Sociology"
"explicit","estimate","number","2020","Maths_Sociology"
"outbreaks","characterise","high tolerance","2020","Maths_Sociology"
"forecasts","base","model","2020","Maths_Sociology"
"cases","observe","parts","2020","Maths_Sociology"
"mainland China","epidemic of","cases","2020","Maths_Sociology"
"timeline","show","statistical significance","2020","Maths_Sociology"
"independente","seis","obitos","2020","Maths_Sociology"
"school closures","couple","social distancing measures","2020","Maths_Sociology"
"proportion","test","COVID","2020","Maths_Sociology"
"relationships","stepwise","multivariable linear regression","2020","Maths_Sociology"
"lockdown","declare","March","2020","Maths_Sociology"
"incidence","drop","digit","2020","Maths_Sociology"
"Statistics","urge","government","2020","Maths_Sociology"
"approximations","find","media","2020","Maths_Sociology"
"knowledge","glean","outbreak","2020","Maths_Sociology"
"community transmission","induce","power law growth","2020","Maths_Sociology"
"epidemic curve","flatten","India","2020","Maths_Sociology"
"fluctuation","occur","coming days","2020","Maths_Sociology"
"factors","contribute","recoveries","2020","Maths_Sociology"
"COVID","register","Brazil","2020","Maths_Sociology"
"epidemic outbreak","base","number","2020","Maths_Sociology"
"fitting","forecast","deaths","2020","Maths_Sociology"
"experiments","face","obstacles","2020","Maths_Sociology"
"intervention strategy","keep","number","2020","Maths_Sociology"
"net reproduction number","correlate","internal mobility","2020","Maths_Sociology"
"Predictive models","design","countries","2020","Maths_Sociology"
"Markov chain model","parameterised","outbreak","2020","Maths_Sociology"
"social dilemmas","bear","pandemic","2020","Maths_Sociology"
"hierarchical Bayesian","assume","epidemic curve","2020","Maths_Sociology"
"reproduction number","base","predictions","2020","Maths_Sociology"
"sources","change","time","2020","Maths_Sociology"
"propagation","properly characterize","parameters","2020","Maths_Sociology"
"article","propose","mathematical model","2020","Maths_Sociology"
"infected cases","reach","peak","2020","Maths_Sociology"
"scientific community","make","efforts","2020","Maths_Sociology"
"adaptation","take","into account","2020","Maths_Sociology"
"Hubei","sihrs epidemic model with","media coverage","2020","Maths_Sociology"
"numerical simulations","use","analysis","2020","Maths_Sociology"
"outbreak","spread","cessation","2020","Maths_Sociology"
"public health measures","by monitor","growth curves","2020","Maths_Sociology"
"reported deaths","use","estimate","2020","Maths_Sociology"
"number","point","time","2020","Maths_Sociology"
"epidemic curve","show","transmission","2020","Maths_Sociology"
"geographies","affect","outbreak","2020","Maths_Sociology"
"Introduction","track","pandemic","2020","Maths_Sociology"
"reported case","lag","histories","2020","Maths_Sociology"
"version","successfully use","Grand Challenge","2020","Maths_Sociology"
"travel","increase","predictions","2020","Maths_Sociology"
"United States","limit","infections","2020","Maths_Sociology"
"population","classify","age groups","2020","Maths_Sociology"
"reproduction rate","model","polyline","2020","Maths_Sociology"
"epidemic curve","appear","selected countries","2020","Maths_Sociology"
"forecasts","compare","frequency","2020","Maths_Sociology"
"epidemic curve","reach","peak","2020","Maths_Sociology"
"epidemiological models","rely","policy decisions","2020","Maths_Sociology"
"study","take","Shanghai","2020","Maths_Sociology"
"model","use","sparse graph","2020","Maths_Sociology"
"model","predict","growth curve","2020","Maths_Sociology"
"control measures","take","Shanghai","2020","Maths_Sociology"
"result","derive","incidences","2020","Maths_Sociology"
