head,relation,tail
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_兰斯·亨特,relation_朋友,角色_梅琳达·梅
角色_兰斯·亨特,rdfsyntaxnstype,角色
角色_梅琳达·梅,rdfsyntaxnstype,角色
角色_卡尔·克里尔,relation_对抗,角色_兰斯·亨特
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_兰斯·亨特,rdfsyntaxnstype,角色
角色_卡尔·克里尔,relation_对抗,角色_梅琳达·梅
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_梅琳达·梅,rdfsyntaxnstype,角色
角色_卡尔·克里尔,relation_对抗,角色_梅琳达·梅
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_梅琳达·梅,rdfsyntaxnstype,角色
角色_卡尔·克里尔,relation_对抗,角色_黛西·约翰逊
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_黛西·约翰逊,rdfsyntaxnstype,角色
角色_卡尔·克里尔,relation_对抗,角色_兰斯·亨特
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_兰斯·亨特,rdfsyntaxnstype,角色
角色_卡尔·克里尔,relation_对抗,角色_菲尔·科尔森
角色_卡尔·克里尔,rdfsyntaxnstype,角色
角色_菲尔·科尔森,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_菲尔·科尔森
团队_九头蛇,rdfsyntaxnstype,团队
角色_菲尔·科尔森,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_兰斯·亨特
团队_九头蛇,rdfsyntaxnstype,团队
角色_兰斯·亨特,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_梅琳达·梅
团队_九头蛇,rdfsyntaxnstype,团队
角色_梅琳达·梅,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_黛西·约翰逊
团队_九头蛇,rdfsyntaxnstype,团队
角色_黛西·约翰逊,rdfsyntaxnstype,角色
角色_亚特兰蒂斯,relation_配偶,角色_伦纳德·麦肯齐
角色_亚特兰蒂斯,rdfsyntaxnstype,角色
角色_伦纳德·麦肯齐,rdfsyntaxnstype,角色
角色_尼克·弗瑞,relation_朋友,角色_娜塔莉娅·罗曼诺夫
角色_尼克·弗瑞,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_朋友,角色_奈德·利兹
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_奈德·利兹,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_尼古拉斯·弗瑞
团队_九头蛇,rdfsyntaxnstype,团队
角色_尼古拉斯·弗瑞,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_史蒂文·罗杰斯
团队_九头蛇,rdfsyntaxnstype,团队
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_尼古拉斯·弗瑞
团队_九头蛇,rdfsyntaxnstype,团队
角色_尼古拉斯·弗瑞,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_娜塔莉娅·罗曼诺夫
团队_九头蛇,rdfsyntaxnstype,团队
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_山姆·威尔逊
团队_九头蛇,rdfsyntaxnstype,团队
角色_山姆·威尔逊,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_玛利亚·希尔
团队_九头蛇,rdfsyntaxnstype,团队
角色_玛利亚·希尔,rdfsyntaxnstype,角色
角色_玛利亚·希尔,relation_朋友,角色_尼古拉斯·弗瑞
角色_玛利亚·希尔,rdfsyntaxnstype,角色
角色_尼古拉斯·弗瑞,rdfsyntaxnstype,角色
角色_伊万·凡科,relation_对抗,角色_托尼·斯塔克
角色_伊万·凡科,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_佩姬·卡特
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_佩姬·卡特,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,角色_佩姬·卡特
团队_九头蛇,rdfsyntaxnstype,团队
角色_佩姬·卡特,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,团队_咆哮突击队
团队_九头蛇,rdfsyntaxnstype,团队
团队_咆哮突击队,rdfsyntaxnstype,团队
角色_丹尼尔·怀特霍,relation_对抗,角色_佩姬·卡特
角色_丹尼尔·怀特霍,rdfsyntaxnstype,角色
角色_佩姬·卡特,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,relation_朋友,角色_佩姬·卡特
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_佩姬·卡特,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_对抗,角色_萨诺斯
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_巴基·巴恩斯,relation_朋友,角色_史蒂文·罗杰斯
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
团队_九头蛇,relation_对抗,团队_战略科学预备队
团队_九头蛇,rdfsyntaxnstype,团队
团队_战略科学预备队,rdfsyntaxnstype,团队
团队_九头蛇,relation_对抗,角色_巴基·巴恩斯
团队_九头蛇,rdfsyntaxnstype,团队
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
角色_巴基·巴恩斯,relation_朋友,角色_史蒂文·罗杰斯
角色_巴基·巴恩斯,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_佩姬·卡特,relation_朋友,角色_史蒂文·罗杰斯
角色_佩姬·卡特,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,relation_朋友,角色_史蒂文·罗杰斯
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_约翰·施密特,relation_对抗,角色_史蒂文·罗杰斯
角色_约翰·施密特,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_达伦·克罗斯,relation_对抗,角色_史考特·朗恩
角色_达伦·克罗斯,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_对抗,角色_史考特·朗恩
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_朋友,角色_史蒂文·罗杰斯
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_特查拉,relation_兄弟姐妹,角色_舒莉
角色_特查拉,rdfsyntaxnstype,角色
角色_舒莉,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_莫里斯·本奇
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_莫里斯·本奇,rdfsyntaxnstype,角色
角色_威廉·贝克,relation_朋友,角色_莫里斯·本奇
角色_威廉·贝克,rdfsyntaxnstype,角色
角色_莫里斯·本奇,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_莫里斯·本奇
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_莫里斯·本奇,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_威廉·贝克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_威廉·贝克,rdfsyntaxnstype,角色
团队_神奇四侠,relation_对抗,团队_恐惧四魔
团队_神奇四侠,rdfsyntaxnstype,团队
团队_恐惧四魔,rdfsyntaxnstype,团队
团队_恐惧四魔,relation_对抗,角色_本·格力姆
团队_恐惧四魔,rdfsyntaxnstype,团队
角色_本·格力姆,rdfsyntaxnstype,角色
团队_X战警,relation_对抗,角色_天启
团队_X战警,rdfsyntaxnstype,团队
角色_天启,rdfsyntaxnstype,角色
团队_毒蛇帮,relation_对抗,角色_玛利亚·希尔
团队_毒蛇帮,rdfsyntaxnstype,团队
角色_玛利亚·希尔,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_托尔·奥丁森
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_普利斯通,relation_朋友,角色_韦德·威尔逊
角色_普利斯通,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_朋友,角色_韦德·威尔逊
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_法兰克,relation_对抗,角色_韦德·威尔逊
角色_法兰克,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_对抗,角色_韦德·威尔逊
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
团队_X战警,relation_对抗,角色_韦德·威尔逊
团队_X战警,rdfsyntaxnstype,团队
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_夏奇拉,relation_配偶,角色_韦德·威尔逊
角色_夏奇拉,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_韦德·威尔逊
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_鲍勃,relation_朋友,角色_韦德·威尔逊
角色_鲍勃,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_鼹鼠,relation_朋友,角色_韦德·威尔逊
角色_鼹鼠,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_普利斯通,relation_朋友,角色_韦德·威尔逊
角色_普利斯通,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_普利斯通,relation_朋友,角色_史考特·朗恩
角色_普利斯通,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_伊妮兹,relation_朋友,角色_韦德·威尔逊
角色_伊妮兹,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_法兰克,relation_对抗,角色_韦德·威尔逊
角色_法兰克,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_琴,relation_配偶,角色_独眼龙
角色_琴,rdfsyntaxnstype,角色
角色_独眼龙,rdfsyntaxnstype,角色
角色_奈特,relation_朋友,角色_韦德·威尔逊
角色_奈特,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_奈特,relation_对抗,角色_凶兆先生
角色_奈特,rdfsyntaxnstype,角色
角色_凶兆先生,rdfsyntaxnstype,角色
角色_凶兆先生,relation_对抗,角色_韦德·威尔逊
角色_凶兆先生,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_朋友,角色_韦德·威尔逊
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_模仿大师,relation_朋友,角色_韦德·威尔逊
角色_模仿大师,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
团队_神奇四侠,relation_对抗,角色_维克托·冯·杜姆
团队_神奇四侠,rdfsyntaxnstype,团队
角色_维克托·冯·杜姆,rdfsyntaxnstype,角色
团队_复仇者联盟,relation_对抗,角色_维克托·冯·杜姆
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_维克托·冯·杜姆,rdfsyntaxnstype,角色
角色_特查拉,relation_朋友,角色_乌卡比
角色_特查拉,rdfsyntaxnstype,角色
角色_乌卡比,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_朋友,角色_希芙
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_希芙,rdfsyntaxnstype,角色
角色_洛基·劳菲森,relation_朋友,角色_希芙
角色_洛基·劳菲森,rdfsyntaxnstype,角色
角色_希芙,rdfsyntaxnstype,角色
角色_希芙,relation_朋友,角色_托尔·奥丁森
角色_希芙,rdfsyntaxnstype,角色
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_希芙,relation_配偶,角色_托尔·奥丁森
角色_希芙,rdfsyntaxnstype,角色
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,relation_配偶,角色_哈罗德·巴顿
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,relation_兄弟姐妹,角色_克林特·巴顿
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_芭芭拉·莫尔斯,relation_配偶,角色_克林特·巴顿
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_罗南,relation_对抗,角色_勇度
角色_罗南,rdfsyntaxnstype,角色
角色_勇度,rdfsyntaxnstype,角色
角色_伊戈,relation_对抗,角色_勇度
角色_伊戈,rdfsyntaxnstype,角色
角色_勇度,rdfsyntaxnstype,角色
角色_勇度,relation_朋友,角色_格鲁特
角色_勇度,rdfsyntaxnstype,角色
角色_格鲁特,rdfsyntaxnstype,角色
角色_勇度,relation_朋友,角色_火箭浣熊
角色_勇度,rdfsyntaxnstype,角色
角色_火箭浣熊,rdfsyntaxnstype,角色
角色_伊戈,relation_对抗,角色_格鲁特
角色_伊戈,rdfsyntaxnstype,角色
角色_格鲁特,rdfsyntaxnstype,角色
角色_伊戈,relation_对抗,角色_火箭浣熊
角色_伊戈,rdfsyntaxnstype,角色
角色_火箭浣熊,rdfsyntaxnstype,角色
角色_奥创,relation_对抗,角色_尤里西斯·克劳
角色_奥创,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_尤里西斯·克劳
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_奥创,relation_对抗,角色_尤里西斯·克劳
角色_奥创,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
团队_复仇者联盟,relation_对抗,角色_尤里西斯·克劳
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_詹姆斯·布坎南·巴恩斯
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
角色_阿一,relation_配偶,角色_金刚狼
角色_阿一,rdfsyntaxnstype,角色
角色_金刚狼,rdfsyntaxnstype,角色
角色_夏美,relation_配偶,角色_彰平
角色_夏美,rdfsyntaxnstype,角色
角色_彰平,rdfsyntaxnstype,角色
角色_彰弘,relation_对抗,角色_彰平
角色_彰弘,rdfsyntaxnstype,角色
角色_彰平,rdfsyntaxnstype,角色
角色_彰弘,relation_对抗,角色_伯尔
角色_彰弘,rdfsyntaxnstype,角色
角色_伯尔,rdfsyntaxnstype,角色
角色_金刚狼,relation_对抗,角色_彰弘
角色_金刚狼,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_韦德·威尔逊,relation_对抗,角色_彰弘
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_罗慕路斯,relation_对抗,角色_彰弘
角色_罗慕路斯,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_汉克·皮姆,relation_配偶,角色_珍妮特·范·达因
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,relation_配偶,角色_珍妮特·范·达因
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_彼得·帕克
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_朋友,角色_彼得·帕克
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_闪电·汤姆森,relation_对抗,角色_彼得·帕克
角色_闪电·汤姆森,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_玛丽·帕克,relation_配偶,角色_理查德·帕克
角色_玛丽·帕克,rdfsyntaxnstype,角色
角色_理查德·帕克,rdfsyntaxnstype,角色
角色_玛丽·简,relation_配偶,角色_彼得·帕克
角色_玛丽·简,rdfsyntaxnstype,角色
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_亚当术士,relation_朋友,角色_卡魔拉
角色_亚当术士,rdfsyntaxnstype,角色
角色_卡魔拉,rdfsyntaxnstype,角色
角色_萨诺斯,relation_对抗,角色_卡魔拉
角色_萨诺斯,rdfsyntaxnstype,角色
角色_卡魔拉,rdfsyntaxnstype,角色
角色_萨诺斯,relation_对抗,角色_亚当术士
角色_萨诺斯,rdfsyntaxnstype,角色
角色_亚当术士,rdfsyntaxnstype,角色
角色_亚当术士,relation_朋友,角色_卡魔拉
角色_亚当术士,rdfsyntaxnstype,角色
角色_卡魔拉,rdfsyntaxnstype,角色
角色_卡魔拉,relation_对抗,角色_毁灭者德克斯
角色_卡魔拉,rdfsyntaxnstype,角色
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_惊奇队长,relation_朋友,角色_卡魔拉
角色_惊奇队长,rdfsyntaxnstype,角色
角色_卡魔拉,rdfsyntaxnstype,角色
角色_萨诺斯,relation_对抗,角色_惊奇队长
角色_萨诺斯,rdfsyntaxnstype,角色
角色_惊奇队长,rdfsyntaxnstype,角色
角色_新星,relation_朋友,角色_卡魔拉
角色_新星,rdfsyntaxnstype,角色
角色_卡魔拉,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_哈罗德·霍根
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_朋友,角色_哈罗德·霍根
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,relation_朋友,角色_哈罗德·霍根
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_伊万·凡科,relation_对抗,角色_娜塔莉娅·罗曼诺夫
角色_伊万·凡科,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_伊万·凡科,relation_对抗,角色_哈罗德·霍根
角色_伊万·凡科,rdfsyntaxnstype,角色
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,relation_配偶,角色_汉克·皮姆
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_史考特·朗恩,relation_朋友,角色_荷普·范·达因
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_奥创,relation_对抗,角色_幻视
角色_奥创,rdfsyntaxnstype,角色
角色_幻视,rdfsyntaxnstype,角色
角色_幻视,relation_配偶,角色_汪达·马克希莫夫
角色_幻视,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_亨利·皮姆,relation_对抗,角色_奥创
角色_亨利·皮姆,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_萨诺斯,relation_对抗,角色_毁灭者德克斯
角色_萨诺斯,rdfsyntaxnstype,角色
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_星爵,relation_朋友,角色_毁灭者德克斯
角色_星爵,rdfsyntaxnstype,角色
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_惊奇队长,relation_朋友,角色_毁灭者德克斯
角色_惊奇队长,rdfsyntaxnstype,角色
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_萨诺斯,relation_对抗,角色_毁灭者德克斯
